time_s,aircraft_x,aircraft_y,aircraft_z,missile_x,missile_y,missile_z,distance
65.550,35183.811,571.999,7230.977,33034.369,47.641,6718.592,2271.033
65.600,35195.472,572.257,7229.691,33059.958,51.859,6719.998,2256.329
65.650,35207.128,572.458,7228.403,33085.558,56.013,6721.403,2241.611
65.700,35218.779,572.602,7227.114,33111.169,60.101,6722.807,2226.881
65.750,35230.423,572.688,7225.823,33136.789,64.122,6724.211,2212.139
65.800,35242.062,572.717,7224.530,33162.419,68.077,6725.613,2197.383
65.850,35253.695,572.689,7223.236,33188.059,71.965,6727.015,2182.615
65.900,35265.322,572.605,7221.940,33213.709,75.786,6728.417,2167.835
65.950,35276.942,572.463,7220.643,33239.368,79.540,6729.819,2153.042
66.000,35288.556,572.265,7219.345,33265.036,83.225,6731.222,2138.236
66.050,35300.163,572.010,7218.047,33290.714,86.843,6732.625,2123.419
66.100,35311.763,571.699,7216.747,33316.400,90.393,6734.028,2108.589
66.150,35323.356,571.332,7215.447,33342.095,93.874,6735.433,2093.747
66.200,35334.943,570.909,7214.146,33367.798,97.287,6736.839,2078.893
66.250,35346.522,570.430,7212.844,33393.510,100.631,6738.246,2064.027
66.300,35358.093,569.895,7211.542,33419.230,103.906,6739.655,2049.150
66.350,35369.658,569.305,7210.240,33444.957,107.113,6741.066,2034.261
66.400,35381.215,568.661,7208.937,33470.693,110.250,6742.479,2019.361
66.450,35392.765,567.961,7207.634,33496.435,113.318,6743.894,2004.450
66.500,35404.307,567.207,7206.332,33522.185,116.318,6745.312,1989.528
66.550,35415.841,566.399,7205.029,33547.942,119.248,6746.732,1974.595
66.600,35427.368,565.537,7203.727,33573.706,122.109,6748.156,1959.652
66.650,35438.887,564.621,7202.424,33599.476,124.901,6749.582,1944.698
66.700,35450.398,563.652,7201.123,33625.252,127.624,6751.012,1929.735
66.750,35461.902,562.630,7199.821,33651.035,130.278,6752.445,1914.762
66.800,35473.397,561.556,7198.521,33676.823,132.863,6753.882,1899.779
66.850,35484.885,560.429,7197.220,33702.617,135.379,6755.323,1884.787
66.900,35496.365,559.250,7195.921,33728.416,137.827,6756.768,1869.785
66.950,35507.838,558.020,7194.623,33754.220,140.206,6758.217,1854.776
67.000,35519.302,556.739,7193.325,33780.029,142.518,6759.671,1839.757
67.050,35530.759,555.408,7192.028,33805.842,144.761,6761.130,1824.731
67.100,35542.208,554.026,7190.733,33831.660,146.936,6762.593,1809.696
67.150,35553.650,552.594,7189.439,33857.482,149.044,6764.062,1794.655
67.200,35565.084,551.113,7188.146,33883.307,151.084,6765.536,1779.605
67.250,35576.510,549.583,7186.854,33909.136,153.058,6767.015,1764.549
67.300,35587.929,548.004,7185.564,33934.968,154.964,6768.500,1749.487
67.350,35599.341,546.378,7184.275,33960.803,156.805,6769.991,1734.418
67.400,35610.745,544.704,7182.988,33986.640,158.579,6771.487,1719.343
67.450,35622.142,542.982,7181.703,34012.480,160.288,6772.990,1704.262
67.500,35633.531,541.215,7180.419,34038.323,161.931,6774.499,1689.177
67.550,35644.914,539.401,7179.138,34064.167,163.510,6776.015,1674.086
67.600,35656.290,537.542,7177.858,34090.012,165.024,6777.538,1658.991
67.650,35667.659,535.637,7176.580,34115.859,166.474,6779.067,1643.892
67.700,35679.021,533.688,7175.305,34141.707,167.860,6780.603,1628.789
67.750,35690.377,531.695,7174.031,34167.556,169.184,6782.147,1613.683
67.800,35701.727,529.659,7172.760,34193.405,170.445,6783.698,1598.574
67.850,35713.070,527.580,7171.491,34219.255,171.644,6785.257,1583.462
67.900,35724.407,525.459,7170.224,34245.104,172.782,6786.823,1568.347
67.950,35735.738,523.296,7168.960,34270.954,173.859,6788.397,1553.231
68.000,35747.063,521.092,7167.699,34296.802,174.876,6789.980,1538.114
68.050,35758.383,518.847,7166.440,34322.650,175.833,6791.570,1522.995
68.100,35769.698,516.562,7165.184,34348.497,176.731,6793.169,1507.876
68.150,35781.007,514.239,7163.931,34374.343,177.572,6794.777,1492.757
68.200,35792.311,511.876,7162.680,34400.187,178.354,6796.393,1477.638
68.250,35803.610,509.475,7161.432,34426.029,179.080,6798.018,1462.519
68.300,35814.905,507.037,7160.188,34451.869,179.749,6799.652,1447.401
68.350,35826.195,504.563,7158.946,34477.707,180.363,6801.296,1432.285
68.400,35837.481,502.052,7157.708,34503.542,180.922,6802.949,1417.171
68.450,35848.764,499.506,7156.472,34529.374,181.428,6804.611,1402.059
68.500,35860.042,496.925,7155.240,34555.203,181.880,6806.283,1386.949
68.550,35871.317,494.309,7154.012,34581.029,182.281,6807.965,1371.843
68.600,35882.589,491.661,7152.786,34606.851,182.630,6809.657,1356.740
68.650,35893.857,488.980,7151.565,34632.670,182.928,6811.359,1341.641
68.700,35905.123,486.267,7150.346,34658.484,183.178,6813.072,1326.547
68.750,35916.387,483.523,7149.132,34684.294,183.378,6814.795,1311.457
68.800,35927.648,480.748,7147.921,34710.099,183.531,6816.529,1296.373
68.850,35938.907,477.943,7146.714,34735.900,183.637,6818.274,1281.294
68.900,35950.164,475.110,7145.510,34761.696,183.698,6820.029,1266.221
68.950,35961.420,472.248,7144.311,34787.486,183.714,6821.797,1251.155
69.000,35972.675,469.359,7143.115,34813.271,183.686,6823.575,1236.095
69.050,35983.928,466.443,7141.924,34839.050,183.616,6825.365,1221.043
69.100,35995.182,463.501,7140.736,34864.823,183.504,6827.167,1205.999
69.150,36006.434,460.534,7139.553,34890.590,183.352,6828.980,1190.963
69.200,36017.687,457.543,7138.374,34916.351,183.161,6830.806,1175.935
69.250,36028.940,454.528,7137.200,34942.105,182.932,6832.644,1160.917
69.300,36040.193,451.490,7136.029,34967.852,182.667,6834.495,1145.908
69.350,36051.447,448.431,7134.864,34993.592,182.365,6836.358,1130.908
69.400,36062.702,445.351,7133.702,35019.325,182.030,6838.235,1115.919
69.450,36073.959,442.251,7132.546,35045.050,181.661,6840.124,1100.941
69.500,36085.217,439.131,7131.394,35070.768,181.261,6842.027,1085.973
69.550,36096.477,435.993,7130.246,35096.477,180.831,6843.943,1071.017
69.600,36107.739,432.838,7129.104,35122.179,180.371,6845.873,1056.073
69.650,36119.004,429.666,7127.967,35147.871,179.884,6847.817,1041.141
69.700,36130.272,426.479,7126.834,35173.556,179.371,6849.775,1026.221
69.750,36141.542,423.276,7125.706,35199.231,178.833,6851.747,1011.314
69.800,36152.816,420.060,7124.584,35224.898,178.272,6853.734,996.421
69.850,36164.094,416.831,7123.467,35250.555,177.690,6855.736,981.541
69.900,36175.376,413.590,7122.355,35276.202,177.087,6857.753,966.675
69.950,36186.661,410.337,7121.248,35301.840,176.466,6859.786,951.824
70.000,36197.952,407.075,7120.147,35327.467,175.828,6861.834,936.987
70.050,36209.247,403.804,7119.051,35353.085,175.174,6863.898,922.165
70.100,36220.547,400.525,7117.961,35378.692,174.507,6865.978,907.358
70.150,36231.852,397.238,7116.877,35404.288,173.829,6868.075,892.568
70.200,36243.163,393.945,7115.798,35429.873,173.140,6870.189,877.793
70.250,36254.480,390.648,7114.725,35455.447,172.443,6872.319,863.034
70.300,36265.803,387.346,7113.658,35481.009,171.740,6874.467,848.292
70.350,36277.132,384.041,7112.597,35506.560,171.032,6876.633,833.567
70.400,36288.468,380.734,7111.542,35532.098,170.321,6878.817,818.858
70.450,36299.810,377.426,7110.493,35557.624,169.610,6881.020,804.167
70.500,36311.160,374.117,7109.450,35583.137,168.900,6883.241,789.494
70.550,36322.517,370.810,7108.414,35608.638,168.194,6885.481,774.839
70.600,36333.881,367.506,7107.384,35634.125,167.493,6887.742,760.201
70.650,36345.253,364.204,7106.360,35659.598,166.799,6890.022,745.582
70.700,36356.632,360.906,7105.343,35685.057,166.116,6892.322,730.982
70.750,36368.020,357.614,7104.332,35710.501,165.444,6894.644,716.400
70.800,36379.416,354.328,7103.329,35735.931,164.786,6896.987,701.837
70.850,36390.820,351.050,7102.332,35761.346,164.145,6899.351,687.293
70.900,36402.233,347.780,7101.341,35786.744,163.523,6901.739,672.769
70.950,36413.654,344.520,7100.358,35812.127,162.922,6904.149,658.263
71.000,36425.084,341.271,7099.382,35837.493,162.345,6906.582,643.778
71.050,36436.523,338.033,7098.413,35862.841,161.795,6909.039,629.312
71.100,36447.971,334.808,7097.451,35888.172,161.273,6911.522,614.865
71.150,36459.429,331.597,7096.497,35913.485,160.782,6914.029,600.439
71.200,36470.895,328.402,7095.550,35938.778,160.326,6916.562,586.033
71.250,36482.371,325.222,7094.610,35964.052,159.907,6919.122,571.646
71.300,36493.856,322.060,7093.678,35989.305,159.527,6921.709,557.280
71.350,36505.350,318.916,7092.753,36014.538,159.190,6924.324,542.934
71.400,36516.854,315.791,7091.836,36039.748,158.899,6926.968,528.608
71.450,36528.367,312.687,7090.927,36064.936,158.656,6929.642,514.303
71.500,36539.890,309.605,7090.026,36090.100,158.465,6932.346,500.018
71.550,36551.422,306.545,7089.133,36115.240,158.328,6935.081,485.753
71.600,36562.964,303.509,7088.248,36140.353,158.250,6937.849,471.508
71.650,36574.515,300.498,7087.371,36165.440,158.233,6940.651,457.284
71.700,36586.076,297.513,7086.502,36190.499,158.281,6943.487,443.080
71.750,36597.645,294.554,7085.642,36215.529,158.397,6946.358,428.896
71.800,36609.225,291.624,7084.790,36240.528,158.585,6949.266,414.733
71.850,36620.813,288.722,7083.946,36265.494,158.848,6952.212,400.590
71.900,36632.410,285.851,7083.111,36290.427,159.191,6955.198,386.467
71.950,36644.016,283.010,7082.284,36315.325,159.617,6958.224,372.364
72.000,36655.631,280.201,7081.467,36340.185,160.130,6961.292,358.281
72.050,36667.255,277.426,7080.658,36365.006,160.735,6964.403,344.219
72.100,36678.887,274.684,7079.857,36389.785,161.435,6967.560,330.176
72.150,36690.528,271.977,7079.066,36414.520,162.236,6970.764,316.153
72.200,36702.177,269.306,7078.284,36439.210,163.141,6974.017,302.150
72.250,36713.834,266.672,7077.510,36463.850,164.155,6977.321,288.166
72.300,36725.499,264.075,7076.746,36488.438,165.284,6980.677,274.202
72.350,36737.171,261.517,7075.991,36512.971,166.532,6984.089,260.258
72.400,36748.851,258.998,7075.246,36537.445,167.904,6987.557,246.333
72.450,36760.538,256.520,7074.509,36561.857,169.407,6991.086,232.427
72.500,36772.232,254.083,7073.782,36586.202,171.045,6994.678,218.541
72.550,36783.933,251.688,7073.065,36610.476,172.826,6998.335,204.674
72.600,36795.641,249.335,7072.357,36634.676,174.750,7002.058,190.826
72.650,36807.354,247.026,7071.659,36658.801,176.817,7005.849,176.999
72.700,36819.074,244.762,7070.970,36682.847,179.026,7009.705,163.194
72.750,36830.799,242.542,7070.291,36706.812,181.376,7013.627,149.415
72.800,36842.529,240.369,7069.622,36730.694,183.864,7017.614,135.664
72.850,36854.265,238.241,7068.962,36754.488,186.491,7021.665,121.945
72.900,36866.005,236.162,7068.313,36778.192,189.253,7025.780,108.262
72.950,36877.750,234.129,7067.673,36801.802,192.148,7029.957,94.621
73.000,36889.499,232.146,7067.044,36825.314,195.175,7034.196,81.028
73.050,36901.252,230.211,7066.424,36848.724,198.332,7038.495,67.495
73.100,36913.009,228.326,7065.814,36872.028,201.614,7042.852,54.039
73.150,36924.769,226.492,7065.215,36895.221,205.019,7047.266,40.699
