 # Funciones de onda del pino de grafeno
 # Fila: átomo, Columna: estado
    0.063565    0.110729    0.086165   -0.005767   -0.112679   -0.218112    0.288675   -0.113828   -0.058356   -0.008749   -0.551390   -0.235702    0.007555   -0.360726   -0.410448    0.043774   -0.153318   -0.224133   -0.037056    0.056613    0.253094   -0.067591    0.093695    0.018030
    0.135449   -0.249033   -0.093654   -0.123836   -0.294670   -0.348398   -0.288675    0.274429   -0.078441    0.172557   -0.026863   -0.000000    0.055899    0.121383   -0.079004    0.151000   -0.342948    0.109959    0.392854    0.035141    0.062500    0.336877    0.066323    0.195086
    0.222397   -0.221854   -0.314727   -0.140438   -0.023022   -0.320295    0.000000   -0.130275    0.286738   -0.073399    0.094264   -0.235702    0.323992    0.034018    0.223249    0.026708   -0.188984   -0.193726   -0.190903    0.134068   -0.159514   -0.239362    0.065213   -0.372920
    0.264783    0.011039   -0.398689    0.061242    0.158794    0.039557    0.000000    0.103643    0.250485   -0.107621   -0.249732   -0.235702   -0.394470    0.270633    0.074610    0.216523    0.100007   -0.044889   -0.128985   -0.182045    0.000382   -0.065259   -0.046742    0.433313
    0.243012    0.211097   -0.251060    0.268098   -0.128590    0.226121   -0.288675    0.068399   -0.108532   -0.169835   -0.133369   -0.235702    0.310717    0.045859   -0.106076   -0.018782    0.312426    0.096596    0.017625   -0.012475    0.211485    0.318660   -0.107305   -0.341156
    0.124560    0.178074   -0.060888    0.188715   -0.304818    0.097032   -0.288675   -0.230706    0.032553   -0.197649    0.296606   -0.235702   -0.275341   -0.290211   -0.217831   -0.170979   -0.209598    0.150162    0.085667    0.145866   -0.307969   -0.199452    0.047312    0.149100
    0.037765   -0.088337   -0.038023   -0.071635   -0.183726   -0.225645   -0.288675    0.340330   -0.101264    0.371091   -0.065401    0.000000   -0.251471   -0.378071    0.155413   -0.197362    0.421064   -0.087066   -0.260528   -0.020785   -0.031181   -0.141519   -0.024983   -0.063552
    0.098325   -0.077481   -0.282298    0.055430    0.097925   -0.263273    0.288675   -0.181494    0.026918    0.195731    0.417855    0.000000    0.208535   -0.117469   -0.349657   -0.180645    0.270600    0.074335    0.075207   -0.375122    0.066920    0.073670   -0.030684    0.211193
    0.130257    0.003424   -0.380596    0.236260    0.180081   -0.086201    0.288675   -0.016075   -0.265887    0.164415    0.077366    0.235702   -0.370347    0.003697   -0.045502    0.111502   -0.031414    0.099846    0.077497    0.500154    0.025378    0.063996    0.016244   -0.275384
    0.104073    0.076094   -0.256450    0.291753    0.032104    0.090621   -0.000000    0.064889   -0.483362   -0.011657   -0.136346    0.235702    0.268259   -0.154351    0.298178   -0.121188   -0.345021   -0.155544   -0.063082   -0.288446   -0.118170   -0.160750    0.034301    0.200846
